id,y_2011,y_2013
1,32,49
2,64,66
3,87,77
4,14,13
5,74,39
6,0,0
7,0,0
8,26,35
9,25,23
10,3,15
11,0,3
12,56,53
13,0,0
14,0,0
15,8,9
16,0,11
17,26,21
18,10,7
19,0,9
20,44,58
21,30,26
22,40,28
23,3,80
24,0,8
25,34,79
26,0,0
27,0,21
28,31,26
29,42,33
30,72,31
31,45,47
32,100,62
33,153,227
34,30,0
35,0,0
36,46,63
37,6,42
38,41,65
39,19,43
40,95,40
41,13,11
42,84,129
43,20,36
44,70,56
45,0,0
46,34,49
47,6,7
48,0,45
49,58,63
50,0,0
51,0,0
52,0,15
53,26,33
54,0,0
55,10,65
56,52,55
57,0,0
58,10,37
59,19,34
60,0,0
61,37,101
62,16,0
63,0,0
64,15,19
65,0,0
66,20,0
67,27,25
68,13,12
69,0,0
70,13,0
71,77,165
72,16,0
73,43,0
74,198,255
75,0,11
76,28,36
77,33,46
78,0,37
79,51,54
80,0,0
81,0,0
82,47,47
83,13,25
84,0,0
85,26,13
86,11,12
87,60,66
88,45,47
89,53,39
90,38,35
91,15,13
92,11,15
93,32,8
94,27,0
95,36,38
96,0,0
97,91,109
98,21,27
99,16,8
100,7,8
101,0,0
102,0,0
103,0,0
104,0,0
105,9,28
106,21,22
107,58,25
108,24,6
109,11,14
110,25,29
111,49,81
112,29,30
113,0,15
114,0,23
115,0,0
116,0,0
117,14,0
118,35,31
119,0,0
120,0,0
121,0,0
122,17,12
123,0,0
124,0,0
125,0,0
126,0,0
127,10,57
128,0,0
129,82,78
130,0,0
131,0,0
132,0,4
133,12,20
134,12,18
135,0,0
136,0,0
137,12,0
138,22,11
139,105,46
140,13,25
141,12,0
142,13,27
143,11,26
144,0,0
145,0,0
146,0,16
147,12,24
148,0,0
149,31,48
150,6,3
151,48,60
152,0,2
153,0,0
