id,y_2013,y_2014
1,588,590
2,731,737
3,1118,1120
4,840,831
5,464,461
6,445,641
7,429,426
8,526,529
9,321,321
10,316,329
11,381,383
12,494,497
13,895,888
14,462,461
15,422,424
16,343,342
17,1048,1558
18,450,900
19,365,367
20,677,700
21,461,467
22,1121,1404
23,941,952
24,218,218
25,498,767
26,473,561
27,507,509
28,365,383
29,458,463
30,398,403
31,543,550
32,559,555
33,1080,1083
34,325,331
35,370,370
36,516,516
37,864,867
38,577,570
39,675,674
40,518,514
41,289,288
42,1092,1092
43,446,448
44,762,767
45,137,137
46,1391,1517
47,705,694
48,1125,1250
49,633,632
50,456,0
51,1181,572
52,668,1181
53,278,819
54,1113,280
55,509,1141
56,714,540
57,868,698
58,1125,862
59,662,1125
60,697,695
61,1087,704
62,694,1082
63,1364,695
64,1046,1455
65,464,1045
66,722,469
67,265,719
68,780,264
69,398,809
70,1656,1090
71,364,1709
72,355,384
73,1982,355
74,1149,2475
75,723,1152
76,603,722
77,768,646
78,733,768
79,774,742
80,268,776
81,1006,278
82,461,1045
83,288,459
84,809,292
85,670,829
86,798,670
87,356,803
88,688,346
89,1561,722
90,1039,1605
91,1288,1146
92,1062,1302
93,797,1069
94,1937,838
95,1604,2277
96,1170,1620
97,296,1189
98,999,404
99,838,1037
100,1086,837
101,375,1154
102,386,376
103,840,386
104,799,839
105,453,799
106,713,451
107,667,713
108,402,665
109,803,402
110,994,803
111,1139,991
112,197,1138
113,1759,528
114,970,1855
115,981,966
116,677,981
117,1837,680
118,1310,1921
119,1641,1622
120,1037,2005
121,876,1088
122,949,890
123,713,1050
124,760,824
125,1588,761
126,1781,1663
127,509,1775
128,1133,573
129,1105,1133
130,608,1125
131,738,608
132,1628,878
133,669,1665
134,756,669
135,895,756
136,1046,915
137,596,1046
138,1014,599
139,1827,1033
140,633,1836
141,2127,673
142,1053,2549
143,1019,1054
144,937,1052
145,2070,941
146,937,2118
147,788,954
148,769,837
149,498,767
150,356,801
151,79,331
152,114,221
153,0,0
