id,y_2013,y_2014
1,212.139,333.506
2,264,329
3,0,0
4,11,694
5,0,0
6,0,2.828
7,250,767
8,0,0
9,0,0
10,585.324,1359.39
11,266.847,222.171
12,175.863,141.232
13,417.75,423.832
14,702.072,1570.875
15,287.658,477.882
16,234.426,1004.971
17,367.185,524.25
18,293.646,544.16
19,0,0
20,0,0
21,256.091,463.828
22,195.321,195.111
23,376,570
24,453.277,657.94
25,414.715,305.14
26,142.8,125.1
27,349.761,767.372
28,82.016,73.26
29,464.28,586.044
30,381.582,393.12
31,760.271,621.285
32,401.86,674.968
33,330.652,701.062
34,304.59,276.672
35,488,742
36,16.74,20.601
37,6.058,3.86
38,67.379,199.836
39,119.335,150.624
40,180.544,221.031
41,609.18,841.895
42,380.808,1116.462
43,17,1054
44,300.846,271.416
45,124.44,832.785
46,383.35,878.97
47,0,0
48,735.988,2031.975
49,598.176,759.33
50,480,867
51,232.81,189.72
52,365,331
53,156,221
54,522.1,314.86
55,502.884,587.898
56,278.868,268.212
57,4.79,4.19
58,1.116,1.056
59,624.22,683.136
60,0,0
61,524.784,1056.33
62,238.14,1004.854
63,151,1517
64,139.345,119.977
65,0,0
66,414.315,829.467
67,365.054,396.066
68,747.018,1433.36
69,0,0
70,91.086,887.4
71,228.375,204.858
72,382.2,503.1
73,234,367
74,111.2,93.299
75,315.504,497.789
76,132.312,128.048
77,420.189,841.12
78,388.089,855.144
79,317.337,292.995
80,253.764,335.972
81,320,700
82,377.034,309.792
83,432,463
84,239.4,232.104
85,324.054,356.19
86,280,321
87,380.422,399.162
88,348.948,392.119
89,314,288
90,43.785,1806.77
91,566.1,472.86
92,216,448
93,583,514
94,0,0
95,412.41,330.832
96,678,1092
97,717,674
98,89.571,219.894
99,493.812,367.872
100,25.376,20.088
101,444.54,521.95
102,679,590
103,301.086,195.993
104,643.21,1063.506
105,425.064,431.211
106,267,370
107,214.8,197.938
108,435.689,353.935
109,3.056,4.866
110,351.945,400.148
111,840.562,776.628
112,546.812,372.977
113,37.744,30.78
114,0,0
115,0,0
116,32.895,43.225
117,611.325,925.11
118,0,0
119,179,768
120,408.939,567.12
121,360.996,419.833
122,805.164,1274.832
123,807.23,670.67
124,434.762,626.603
125,0,0
126,764,801
127,0,0
128,671.968,1347.624
129,118.826,82.106
130,539.32,574.221
131,27.715,25.07
132,94,1250
133,10,632
134,575.014,852.72
135,36.366,29.124
136,105.648,238.71
137,0,0
138,64.77,51.36
139,800.574,688.436
140,531.152,355.212
141,519.103,866.7
142,72.27,193.776
143,362,641
144,604.584,549.627
145,308.06,815.304
146,309.75,766.479
147,195.202,166.464
148,138.663,568.71
149,115.2,212.592
150,2.769,2.283
151,0,0
152,12,137
153,0,0
