id,y_2011,y_2013
1,196,239
2,244,316
3,463,646
4,375,367
5,273,304
6,247,227
7,199,248
8,348,449
9,129,196
10,238,211
11,18,20
12,358,400
13,550,521
14,139,126
15,59,71
16,192,266
17,888,829
18,270,132
19,186,271
20,379,367
21,232,251
22,382,508
23,424,657
24,0,13
25,403,498
26,62,71
27,113,162
28,272,288
29,226,255
30,286,318
31,201,155
32,360,474
33,728,829
34,175,224
35,218,171
36,250,155
37,459,516
38,394,395
39,318,332
40,246,280
41,81,59
42,708,725
43,388,304
44,505,521
45,36,33
46,881,895
47,323,506
48,826,839
49,335,311
50,26,0
51,56,43
52,27,38
53,119,211
54,0,21
55,13,0
56,62,115
57,15,8
58,40,53
59,58,86
60,19,28
61,132,106
62,484,607
63,333,255
64,616,826
65,451,460
66,37,60
67,135,85
68,0,0
69,30,102
70,446,491
71,632,658
72,159,125
73,283,195
74,1356,1550
75,458,325
76,376,445
77,309,274
78,645,647
79,637,630
80,102,73
81,84,96
82,161,230
83,0,69
84,29,59
85,181,100
86,348,198
87,284,329
88,143,118
89,90,56
90,129,228
91,359,425
92,128,166
93,207,112
94,0,45
95,130,160
96,994,916
97,426,362
98,32,37
99,113,105
100,83,70
101,308,329
102,53,0
103,33,59
104,60,41
105,226,233
106,176,122
107,251,241
108,126,131
109,146,133
110,136,118
111,599,621
112,890,878
113,376,380
114,1341,1399
115,855,941
116,50,132
117,61,62
118,774,898
119,455,415
120,981,952
121,35,61
122,656,624
123,454,423
124,31,50
125,39,90
126,11,12
127,1193,1325
128,61,184
129,1060,1062
130,326,385
131,310,370
132,335,341
133,226,222
134,179,145
135,198,222
136,53,30
137,252,248
138,206,207
139,317,280
140,975,1021
141,199,175
142,1171,1115
143,942,852
144,75,175
145,636,557
146,1274,1262
147,53,69
148,124,91
149,93,40
150,578,658
151,246,235
152,31,88
153,0,0
