id,y_2011,y_2013
1,25145,28273
2,16148,15578
3,20109,19242
4,20709,23653
5,20785,18462
6,20183,16003
7,30752,28197
8,20427,15354
9,20726,24726
10,29498,26266
11,52786,43799
12,31090,30082
13,26554,31279
14,40977,42945
15,37638,39131
16,34033,27293
17,29861,25944
18,7693,10716
19,26020,25204
20,17745,14004
21,10155,14246
22,25209,27043
23,23931,19003
24,102164,59542
25,22229,23133
26,72619,64406
27,37818,43341
28,11519,14353
29,11882,12476
30,14283,13034
31,11838,13825
32,7690,7439
33,10189,9561
34,11560,17074
35,13168,18562
36,9585,8028
37,10366,10807
38,9576,10170
39,11325,12419
40,7089,7897
41,29312,23698
42,13122,12866
43,9787,10344
44,9419,17490
45,5465,3415
46,12565,11912
47,16322,17362
48,13915,13446
49,9225,8467
50,4050,2021
51,34005,31164
52,32042,31193
53,24839,22681
54,38031,28285
55,32694,32375
56,33392,33025
57,36385,35674
58,40606,44111
59,39242,38723
60,29669,31325
61,26226,25491
62,46437,46333
63,30903,29249
64,32093,35435
65,31275,31562
66,38512,35826
67,31660,30105
68,43547,36189
69,44110,38329
70,54026,75043
71,19228,27583
72,13578,16438
73,11133,11301
74,13359,11667
75,27058,26536
76,15006,15240
77,16244,17775
78,18177,16101
79,18801,20000
80,21979,22561
81,13288,24412
82,22805,23937
83,12815,13123
84,26008,24347
85,14555,15160
86,16349,19386
87,16161,17090
88,15323,16207
89,25941,24761
90,24378,26147
91,16902,20593
92,31111,26868
93,24620,26650
94,38653,32921
95,33977,38291
96,19855,22111
97,29818,34784
98,38671,26826
99,39445,41189
100,39037,41927
101,43006,39127
102,36348,41095
103,69153,81204
104,67261,77792
105,16775,15925
106,20601,20810
107,20332,23299
108,35132,32556
109,24765,26596
110,31414,33658
111,19274,20429
112,18641,20681
113,53800,56006
114,16312,16362
115,20733,22906
116,53581,53332
117,48200,53027
118,39729,39449
119,67628,77128
120,27251,28881
121,47333,53343
122,28213,38202
123,36089,41368
124,47024,58683
125,56980,51156
126,48028,45320
127,33160,35827
128,39121,34850
129,30826,32324
130,32882,46651
131,33340,44424
132,32027,43073
133,45317,51959
134,49645,37404
135,48355,51097
136,30868,31079
137,34088,36901
138,21687,27447
139,18009,17245
140,21405,23416
141,14336,15964
142,29601,32281
143,25750,28165
144,33747,34012
145,31334,31689
146,42169,42781
147,57842,61924
148,21984,19100
149,48043,85475
150,28944,42873
151,8034,8126
152,6557,6664
153,,33323
