id,y_2011,y_2013
1,443,548
2,708,615
3,917,1085
4,815,730
5,417,464
6,417,404
7,472,500
8,462,606
9,322,335
10,335,285
11,311,332
12,572,584
13,721,728
14,401,376
15,379,439
16,444,477
17,1111,1054
18,289,132
19,266,327
20,505,444
21,363,368
22,948,900
23,747,961
24,168,150
25,472,585
26,364,389
27,474,477
28,304,317
29,339,365
30,440,416
31,363,285
32,455,565
33,890,1055
34,211,344
35,285,306
36,377,295
37,500,643
38,501,519
39,476,451
40,414,420
41,188,198
42,1031,1048
43,465,380
44,703,743
45,36,37
46,938,943
47,323,506
48,836,852
49,335,311
50,26,0
51,432,423
52,1160,1144
53,583,646
54,223,206
55,890,1087
56,505,544
57,685,606
58,797,774
59,1130,1135
60,576,608
61,682,685
62,772,928
63,600,522
64,899,1165
65,1075,996
66,428,432
67,736,810
68,319,246
69,709,736
70,736,803
71,1520,1726
72,256,356
73,385,270
74,1683,1828
75,1182,1208
76,613,586
77,447,436
78,685,678
79,795,770
80,701,674
81,163,187
82,944,1021
83,279,334
84,237,247
85,591,597
86,724,599
87,842,781
88,304,267
89,778,785
90,1350,1385
91,1201,1354
92,1145,1144
93,1136,911
94,736,673
95,956,1328
96,1324,1230
97,1277,1274
98,205,200
99,780,904
100,862,883
101,951,968
102,386,404
103,376,367
104,826,888
105,713,709
106,437,381
107,642,707
108,600,612
109,366,374
110,821,869
111,837,848
112,1073,1043
113,432,463
114,1341,1411
115,1129,1199
116,788,911
117,683,639
118,1344,1495
119,1332,1442
120,1471,1523
121,946,1023
122,755,814
123,755,814
124,774,800
125,785,729
126,1250,1437
127,1773,1886
128,357,432
129,1330,1314
130,1011,1061
131,513,650
132,757,665
133,1555,1596
134,525,443
135,714,755
136,794,995
137,1048,950
138,546,597
139,793,766
140,1637,1709
141,532,691
142,1991,1931
143,950,862
144,697,960
145,649,557
146,1429,1541
147,718,827
148,916,901
149,703,644
150,746,855
151,280,268
152,31,92
153,25,32
