id,y_2012,y_2013
1,11,18
2,9,3
3,10,3
4,9,4
5,6,7
6,1,4
7,25,20
8,10,5
9,2,1
10,23,23
11,26,12
12,16,14
13,41,48
14,19,36
15,10,14
16,8,7
17,7,2
18,4,2
19,7,2
20,1,0
21,13,15
22,13,16
23,38,56
24,31,26
25,22,27
26,8,5
27,13,9
28,2,9
29,5,5
30,3,2
31,6,3
32,44,46
33,31,22
34,13,8
35,28,22
36,1,5
37,1,0
38,10,5
39,11,13
40,4,6
41,21,26
42,61,67
43,12,11
44,7,7
45,6,6
46,24,28
47,2,1
48,113,122
49,98,103
50,97,97
51,4,1
52,42,33
53,13,26
54,12,10
55,20,28
56,15,14
57,5,9
58,3,1
59,35,26
60,2,1
61,13,22
62,23,23
63,59,58
64,2,3
65,3,6
66,29,30
67,30,16
68,35,29
69,1,1
70,3,1
71,6,14
72,32,38
73,13,7
74,14,5
75,39,25
76,0,0
77,63,51
78,28,24
79,4,2
80,11,11
81,29,27
82,15,20
83,49,49
84,8,9
85,36,39
86,17,15
87,16,16
88,56,39
89,20,18
90,42,41
91,53,39
92,72,34
93,36,36
94,1,1
95,39,32
96,103,96
97,80,56
98,5,1
99,21,15
100,5,6
101,48,41
102,43,26
103,26,22
104,105,95
105,45,46
106,27,30
107,19,17
108,19,28
109,1,1
110,19,20
111,33,30
112,29,43
113,11,11
114,7,6
115,7,1
116,1,1
117,9,12
118,8,6
119,28,24
120,27,25
121,32,34
122,30,25
123,50,33
124,15,18
125,3,0
126,74,77
127,6,3
128,53,39
129,11,18
130,42,32
131,7,4
132,25,23
133,34,31
134,5,6
135,11,15
136,1,0
137,38,35
138,62,70
139,17,14
140,14,13
141,39,21
142,5,13
143,25,23
144,39,29
145,19,38
146,18,9
147,12,7
148,6,2
149,2,2
150,1,2
151,2,4
152,5,2
153,0,0
