id,y_2011,y_2013
73,35579,24886
74,24458,22220
75,47727,55412
76,26917,35417
77,31387,40750
78,33342,29388
79,32168,31716
80,58523,71538
81,28588,29085
82,49012,70288
83,50321,46957
84,45990,36027
85,35139,38641
86,42308,58886
87,36217,36736
88,41484,30038
89,68281,49375
90,62143,65699
91,45164,46367
92,78665,81813
93,52857,62386
94,91500,89283
95,80357,87368
96,45192,45603
97,57832,70588
98,51875,52917
99,80424,77969
100,91489,91250
101,61538,66369
102,79038,88229
103,150192,127396
104,140345,153000
105,47550,27829
106,42788,46161
107,44797,40203
108,77652,70278
109,65278,66207
110,72852,83424
111,38688,39663
112,31701,34330
113,79286,80446
114,31037,32215
115,37472,38594
116,115909,91150
117,80052,79009
118,62740,61474
119,83333,86429
120,40389,38672
121,104286,104464
122,42417,45000
123,44152,62692
124,82115,90000
125,139063,142324
126,105667,113679
1,43125,42083
2,37763,37569
3,31495,35402
4,38558,41121
5,31563,24485
6,32829,34314
7,52857,41944
8,34389,31094
9,51667,46607
10,43375,44271
11,85469,66250
12,50682,37226
13,21828,30805
14,50917,61094
15,69327,79792
16,80068,43125
17,41466,32101
18,5380,4773
19,24573,24943
20,25393,22429
21,17019,21141
22,53333,54836
23,55452,31065
24,160517,128214
25,20221,18342
26,69038,70795
27,58611,74205
28,27266,30099
29,16033,16926
30,31423,27500
31,16391,16058
32,18563,23242
33,22576,21463
34,18050,23621
35,29904,31731
36,28272,28894
37,16339,17710
38,21693,20654
39,13986,18125
40,26333,26579
41,36964,45625
42,22679,22063
43,16219,16048
44,14877,16551
45,7955,9313
46,26801,24219
47,11960,23750
48,27382,26946
49,12835,13389
50,,
51,78611,81394
52,70645,72143
53,51620,54878
54,65341,59625
55,88214,77232
56,63917,52177
57,95516,98125
58,79861,84667
59,93377,92790
60,77500,82120
61,48333,43646
62,45117,42548
63,41378,62256
64,41576,41011
65,47450,50754
66,82237,93750
67,60966,60200
68,69864,68250
69,72340,61528
70,70291,73750
71,43981,48550
72,35603,40156
127,38551,46159
128,89896,71184
129,43034,48291
130,65114,69879
131,51691,51667
132,66326,95347
133,98894,105616
134,53517,55813
135,85500,85089
136,63382,69554
137,66533,58750
138,40521,46935
139,38153,38068
140,42946,45034
141,48703,50705
142,49977,57305
143,31901,41480
144,74663,66796
145,43068,55125
146,60432,62691
147,96071,110284
148,74817,77083
149,79188,120259
150,41827,55809
151,16341,21324
152,35563,18889
153,,
